//X	Y	Z	Scalar field
4157062.79800034	671340.02579880	4774763.59500122	765136704.000000
4157062.68500137	671340.20859909	4774763.65299988	765336704.000000
4157062.61999893	671340.37680054	4774763.71200180	765536704.000000
4157062.51399994	671340.52339935	4774763.77099991	765716736.000000
4157062.39599991	671340.69789886	4774763.82199860	765936704.000000
4157062.30400085	671340.84690094	4774763.88000107	766136768.000000
4157062.25600052	671340.93590164	4774763.90999985	766336640.000000
4157062.20999908	671341.04010010	4774763.96099854	766536704.000000
4157062.15200043	671341.13499832	4774763.99800110	766736768.000000
4157062.13000107	671341.19839859	4774764.03500366	766936704.000000
4157062.15200043	671341.20940018	4774764.02799988	767136704.000000
4157062.16699982	671341.18949890	4774763.99100113	767336640.000000
4157062.21200180	671341.17449951	4774763.95399857	767536704.000000
4157062.22999954	671341.17739868	4774763.92499924	767716672.000000
4157062.21599960	671341.20479965	4774763.94699860	767916672.000000
4157062.19400024	671341.22359848	4774763.97600174	768116672.000000
4157062.18000031	671341.24380112	4774763.99900055	768316736.000000
4157062.14899826	671341.26850128	4774764.03500366	768516672.000000
4157062.13700104	671341.28139877	4774764.05799866	768716672.000000
4157062.15299988	671341.27650070	4774764.05799866	768916736.000000
4157062.15100098	671341.28379822	4774764.05799866	769116800.000000
4157062.14400101	671341.29000092	4774764.05000305	769316736.000000
4157062.14300156	671341.29719925	4774764.05000305	769516736.000000
4157062.14099884	671341.30450058	4774764.05000305	769716736.000000
4157062.15399933	671341.32889938	4774764.03600311	769916672.000000
4157062.15399933	671341.34370041	4774764.02100372	770116736.000000
4157062.14300156	671341.37170029	4774764.01300049	770316736.000000
4157062.12699890	671341.39160156	4774764.05000305	770516800.000000
4157062.09099960	671341.41550064	4774764.06500244	770716736.000000
4157062.09099960	671341.42300034	4774764.11699677	770916736.000000
4157062.09199905	671341.43799973	4774764.15399933	771116672.000000
4157062.07799911	671341.45059967	4774764.19100189	771316736.000000
4157062.04800034	671341.46810150	4774764.22799683	771516800.000000
4157062.03400040	671341.48070145	4774764.26499939	771716672.000000
4157062.00400162	671341.49819946	4774764.30200195	771916736.000000
4157061.98300171	671341.50970078	4774764.33100128	772116672.000000
4157061.96900177	671341.52230072	4774764.36799622	772316672.000000
4157061.94100189	671341.52529907	4774764.40499878	772516800.000000
4157061.93700027	671341.53200150	4774764.43499756	772716736.000000
4157061.90900040	671341.53499985	4774764.47200012	772916736.000000
4157061.88999939	671341.53929901	4774764.50099945	773116672.000000
4157061.87699890	671341.54460144	4774764.53800201	773316736.000000
4157061.85800171	671341.54169846	4774764.56800079	773516800.000000
4157061.85400009	671341.54840088	4774764.59700012	773716672.000000
4157061.83300018	671341.55989838	4774764.62699890	773916800.000000
4157061.81200027	671341.56399918	4774764.67099762	774116672.000000
4157061.79100037	671341.57550049	4774764.70099640	774316672.000000
4157061.76200104	671341.58580017	4774764.73799896	774516800.000000
4157061.74800110	671341.59840012	4774764.77500153	774716672.000000
4157061.72800064	671341.60990143	4774764.80400085	774916800.000000
4157061.70700073	671341.62149811	4774764.83399963	775116672.000000
4157061.70100021	671341.63539886	4774764.86299896	775316672.000000
4157061.67900085	671341.65420151	4774764.89299774	775516736.000000
4157061.67499924	671341.66090012	4774764.92299652	775716736.000000
4157061.65599823	671341.67279816	4774764.93699646	775916672.000000
4157061.62900162	671341.69079971	4774764.94400024	776116736.000000
4157061.62900162	671341.68330002	4774764.95899963	776316672.000000
4157061.64199829	671341.69290161	4774764.95899963	776516736.000000
4157061.63299942	671341.69879913	4774764.96700287	776716672.000000
4157061.67200089	671341.67539978	4774764.98899841	776916736.000000
4157061.69100189	671341.64120102	4774765.00499725	777116672.000000
4157061.70899963	671341.59949875	4774765.03399658	777316672.000000
4157061.75099945	671341.54669952	4774765.07199860	777516800.000000
4157061.78900146	671341.48590088	4774765.08699799	777716672.000000
4157061.86299896	671341.39350128	4774765.10299683	777916672.000000
4157061.95700073	671341.28210068	4774765.10399628	778116800.000000
4157062.06499863	671341.17309952	4774765.10500336	778316672.000000
4157062.18399811	671341.04330063	4774765.11399841	778516800.000000
4157062.31100082	671340.91490173	4774765.11499786	778716672.000000
4157062.41099930	671340.80450058	4774765.12400055	778916672.000000
4157062.51300049	671340.69449997	4774765.11699677	779116736.000000
4157062.58499908	671340.62419891	4774765.11799622	779316672.000000
4157062.63499832	671340.59510040	4774765.11900330	779516736.000000
4157062.66899872	671340.57080078	4774765.11900330	779716736.000000
4157062.70800018	671340.56959915	4774765.11199951	779916672.000000
4157062.73899841	671340.56719971	4774765.11199951	780116736.000000
4157062.74499893	671340.56819916	4774765.12000275	780316672.000000
4157062.75699997	671340.57759857	4774765.13500214	780516800.000000
4157062.77099991	671340.58720016	4774765.13500214	780716736.000000
4157062.75999832	671340.60039902	4774765.14199829	780916672.000000
4157062.74800110	671340.62080002	4774765.15000153	781116800.000000
4157062.74499893	671340.64260101	4774765.15000153	781316672.000000
4157062.73899841	671340.66410065	4774765.16500092	781516800.000000
4157062.73099899	671340.67750168	4774765.15699768	781716736.000000
4157062.75400162	671340.68119812	4774765.15000153	781916672.000000
4157062.77299881	671340.67689896	4774765.12000275	782116736.000000
4157062.80599976	671340.67470169	4774765.10600281	782316672.000000
4157062.85900116	671340.66839981	4774765.11399841	782516800.000000
4157062.89899826	671340.65999985	4774765.10700226	782716800.000000
4157062.91199875	671340.68450165	4774765.09300232	782916672.000000
4157062.91799927	671340.70029831	4774765.08499908	783116672.000000
4157062.93299866	671340.71020126	4774765.07099915	783316736.000000
4157062.94800186	671340.72010040	4774765.05599976	783516800.000000
